country,meal_name,core_ingredients,recipes,cook_time,substitutes,meal_type,notes,cuisine_region,spices_seasoning,cook_time_minutes
Swahili,Pweza wa Nazi,"Octopus, coconut milk, onion, spices","Spices: Garlic, ginger
Method: Stew
Steps: Boil octopus → Fry onions and spices → Add coconut milk → Simmer
Time: 45–60 min",45–60 min,Squid,Seafood dish,Coastal indigenous,east_africa,"salt, pepper",52.5
South Africa,Pap en Vleis,"Maize meal, beef, onion, oil, salt","Boil water → Add maize meal gradually, stir to stiff pap → Grill or stew beef with onion → Serve together",45 min,"Beef → boerewors, chicken, goat",Main,"Everyday staple, eaten across ethnic groups",southern_africa,"salt, pepper",45.0
South Africa,Chakalaka,"Baked beans, tomatoes, onion, carrots, chili, oil",Fry onion & chili → Add vegetables → Add tomatoes & beans → Simmer,30 min,"Add cabbage, peppers",Side,Common with braai and pap,southern_africa,"salt, pepper",30.0
South Africa,Bunny Chow,"White bread loaf, curry (beans/meat), spices",Cook thick curry → Hollow bread → Fill with curry → Serve hot,50 min,Bean curry → chicken or mutton,Main,Durban Indian-South African street food,southern_africa,"salt, pepper",50.0
South Africa,Umngqusho,"Samp, sugar beans, water, salt",Boil samp & beans together until soft → Season lightly,90 min,"Add butter, meat",Main,Traditional Xhosa dish,southern_africa,"salt, pepper",90.0
South Africa,Morogo,"Wild leafy greens, onion, oil, salt",Boil greens → Lightly fry with onion & oil,20 min,"Spinach, amaranth",Side,Indigenous leafy greens,southern_africa,"salt, pepper",20.0
South Africa,Potjiekos,"Beef/chicken, potatoes, carrots, onion",Layer ingredients in pot → Slow cook without stirring,2 hrs,Chicken version,Main,Outdoor communal cooking,southern_africa,"salt, pepper",120.0
South Africa,Dombolo,"Flour, yeast, sugar, water",Make dough → Steam until fluffy,60 min,Add herbs,Side,Steamed bread,southern_africa,"salt, pepper",60.0
South Africa,Biltong,"Beef, salt, vinegar, coriander",Marinate meat → Air dry,2–3 days,Game meat,Snack,Preserved protein,southern_africa,"salt, pepper",3600.0
Zambia,Nshima,"Maize meal, water",Cook thick maize porridge while stirring,25 min,Millet meal,Staple,National staple,southern_africa,"salt, pepper",25.0
Zambia,Ifisashi,"Greens, groundnut paste, onion",Simmer greens → Add peanut paste → Cook gently,35 min,Pumpkin leaves,Side,Nutty vegetable dish,southern_africa,"salt, pepper",35.0
Zambia,Chibwabwa,"Pumpkin leaves, groundnuts",Boil leaves → Add crushed groundnuts,30 min,Kale substitute,Side,Common rural dish,southern_africa,"salt, pepper",30.0
Zambia,Kapenta Stew,"Dried kapenta fish, tomato, onion",Fry fish → Add tomato & onion → Simmer,25 min,Fresh sardines,Protein,Lake fish dish,southern_africa,"salt, pepper",25.0
Zambia,Delele,"Okra, onion, oil",Boil okra → Light sauté,20 min,Add tomatoes,Side,Slimy texture valued,southern_africa,"salt, pepper",20.0
Zambia,Lunkhuni,"Smoked fish, tomatoes, onion",Rehydrate fish → Stew with tomatoes,40 min,Fresh fish,Main,Northern Zambia,southern_africa,"salt, pepper",40.0
Zambia,Katapa,"Cassava leaves, groundnuts",Boil leaves → Add peanut paste,45 min,Spinach,Main,Traditional vegetable,southern_africa,"salt, pepper",45.0
Zambia,Insima ne Ndiwo,"Maize meal, vegetable relish",Cook nshima → Prepare relish → Serve,35 min,Various relishes,Main,Everyday meal,southern_africa,"salt, pepper",35.0
Zimbabwe,Sadza,"Maize meal, water",Cook thick maize paste,25 min,Sorghum meal,Staple,Daily food,southern_africa,"salt, pepper",25.0
Zimbabwe,Nyama ne Dovi,"Beef, groundnut paste, onion",Stew beef → Add peanut paste → Simmer,60 min,Chicken substitute,Main,Protein-rich,southern_africa,"salt, pepper",60.0
Zimbabwe,Muriwo Une Dovi,"Leafy greens, groundnut paste",Boil greens → Add peanut sauce,30 min,Pumpkin leaves,Side,Rural staple,southern_africa,"salt, pepper",30.0
Zimbabwe,Derere,"Okra, tomatoes",Boil okra → Add tomato,25 min,Add beef,Side,Traditional relish,southern_africa,"salt, pepper",25.0
Zimbabwe,Maputi,Roasted maize kernels,Dry roast maize,15 min,Add salt,Snack,Common snack,southern_africa,"salt, pepper",15.0
Zimbabwe,Kapenta,Dried kapenta fish,Fry or stew lightly,20 min,Fresh fish,Protein,Lake Kariba,southern_africa,"salt, pepper",20.0
Zimbabwe,Rupiza,Dried vegetables,Rehydrate → Cook with oil,30 min,Fresh greens,Side,Preserved food,southern_africa,"salt, pepper",30.0
Zimbabwe,Chimodho,Cornmeal dumplings,Steam dough,40 min,Sweet version,Snack,Traditional bread,southern_africa,"salt, pepper",40.0
Botswana,Seswaa,"Beef, salt, water",Boil beef until soft → Pound,90 min,Goat meat,Main,Ceremonial food,southern_africa,"salt, pepper",90.0
Botswana,Bogobe,"Sorghum meal, water",Cook thick porridge,30 min,Maize meal,Staple,Traditional grain,southern_africa,"salt, pepper",30.0
Botswana,Delele,"Okra, onion",Boil okra → Light sauté,20 min,Add tomatoes,Side,Indigenous,southern_africa,"salt, pepper",20.0
Botswana,Morama Beans,"Morama beans, water",Boil until tender,60 min,Groundnuts,Protein,Indigenous legume,southern_africa,"salt, pepper",60.0
Botswana,Vetkoek,"Flour, yeast, oil",Fry dough until golden,30 min,Stuffed version,Snack,Popular street food,southern_africa,"salt, pepper",30.0
Botswana,Dikgobe,"Beans, maize",Boil together,70 min,Add pumpkin,Main,Filling dish,southern_africa,"salt, pepper",70.0
Botswana,Madila,Sour milk,Ferment milk,2–3 days,Yogurt,Beverage,Traditional dairy,southern_africa,"salt, pepper",3600.0
Botswana,Phane,Mopane worms,Boil → Dry or fry,30 min,Caterpillars,Protein,Seasonal,southern_africa,"salt, pepper",30.0
Namibia,Oshifima,"Pearl millet, water",Cook stiff porridge,30 min,Sorghum,Staple,Northern Namibia,southern_africa,"salt, pepper",30.0
Namibia,Efundja,Wild mushrooms,Dry → Rehydrate → Cook,25 min,Button mushrooms,Side,Seasonal,southern_africa,"salt, pepper",25.0
Namibia,Ombidi,Mopane worms,Boil → Fry,30 min,Caterpillars,Protein,Indigenous,southern_africa,"salt, pepper",30.0
Namibia,Vetkoek Filled,"Flour, yeast, oil",Fry dough → Fill,35 min,Jam/meat,Snack,Urban food,southern_africa,"salt, pepper",35.0
Namibia,Kapana,"Beef strips, spices",Grill beef → Serve hot,25 min,Goat meat,Snack,Street food,southern_africa,"salt, pepper",25.0
Namibia,Omutete,"Greens, soda ash",Boil leaves,20 min,Spinach,Side,Oshiwambo,southern_africa,"salt, pepper",20.0
Namibia,Mahangu Porridge,Pearl millet,Cook porridge,20 min,Maize,Breakfast,Traditional,southern_africa,"salt, pepper",20.0
Namibia,Sour Milk (Omaere),Milk,Natural fermentation,2–3 days,Yogurt,Beverage,Common dairy,southern_africa,"salt, pepper",3600.0
Lesotho,Motoho,Fermented sorghum,Cook sour porridge,30 min,Maize,Breakfast,Fermented staple,southern_africa,"salt, pepper",30.0
Lesotho,Likhobe,"Beans, maize",Boil together,60 min,Add pumpkin,Main,Mountain food,southern_africa,"salt, pepper",60.0
Lesotho,Papa,Maize meal,Cook stiff porridge,25 min,Sorghum,Staple,Daily meal,southern_africa,"salt, pepper",25.0
Lesotho,Moroho,Wild greens,Boil → Light fry,20 min,Spinach,Side,Indigenous,southern_africa,"salt, pepper",20.0
Lesotho,Chakaka,Samp & beans,Boil until soft,90 min,Add meat,Main,Traditional,southern_africa,"salt, pepper",90.0
Lesotho,Thope,Pumpkin leaves,Cook lightly,25 min,Kale,Side,Seasonal,southern_africa,"salt, pepper",25.0
Lesotho,Mafura,Animal fat,Render fat,40 min,Oil substitute,Condiment,Preservation,southern_africa,"salt, pepper",40.0
Lesotho,Maize Bread,Maize flour,Bake or steam,50 min,Wheat mix,Side,Rural staple,southern_africa,"salt, pepper",50.0
Cameroon/Benin,Koki Beans,"Cowpeas (500g), palm oil (3 tbsp)",Grind beans → Steam in leaves,50 min,Add greens,Protein,Leaf-wrapped,west_africa,Salt,50.0
Ghana,Waakye,"Rice (300g), beans (200g), dried sorghum leaves",Boil beans → Add rice & leaves → Cook together,60 min,Black beans,Main,Street staple,west_africa,Salt,60.0
Ghana,Banku,Fermented maize dough (500g),Cook dough while stirring until elastic,30 min,Maize-only,Staple,Sour swallow,west_africa,Salt,30.0
Nigeria,Egusi Soup,"Egusi seeds (200g), greens (300g), palm oil (3 tbsp)",Grind egusi → Fry lightly in palm oil → Add water → Simmer → Add greens,45 min,Pumpkin seeds,Main,Thick stew,west_africa,"Salt, chili",45.0
Nigeria,Suya,"Beef (700g), groundnuts (100g), oil",Grind groundnuts & spices → Coat beef → Skewer & grill,30 min,Chicken version,Snack,Street grilled meat,west_africa,"Chili, ginger, salt",30.0
Nigeria,Moi Moi,"Beans (500g), onion (1), oil (3 tbsp)",Soak & peel beans → Blend → Steam batter,50 min,Add egg/fish,Protein,Steamed pudding,west_africa,"Salt, pepper",50.0
Nigeria,Okra Soup,"Okra (400g), palm oil (2 tbsp)",Chop okra → Simmer briefly → Add oil,30 min,Add fish,Side,Slippery texture,west_africa,Salt,30.0
Nigeria,Ayamase,"Green peppers (6), palm oil (4 tbsp)",Blend peppers → Cook in oil until dark,40 min,Tomato version,Sauce,Served with rice,west_africa,Salt,40.0
Nigeria,Efo Riro,"Leafy greens (400g), palm oil (3 tbsp)",Fry base → Add greens → Simmer,35 min,Spinach,Main,Yoruba staple,west_africa,"Salt, chili",35.0
Nigeria,Pepper Soup,"Meat (700g), water",Boil meat with spices,45 min,Fish version,Soup,Medicinal,west_africa,Pepper soup spice,45.0
Nigeria,Abacha,Cassava flakes (300g),Soak flakes → Mix with sauce,30 min,Add ugba,Side,Igbo dish,west_africa,Salt,30.0
Nigeria,Akara,"Beans (400g), onion",Blend beans → Fry spoonfuls,25 min,Add pepper,Snack,Bean fritters,west_africa,Salt,25.0
Nigeria/Ghana,Jollof Rice,"Rice (500g), tomatoes (4), onion (2), oil (4 tbsp)",Blend tomatoes & onion → Fry in oil until thick → Add spices → Add washed rice & water → Cover and simmer until rice is cooked,50 min,Chicken/veg versions,Main,Party & everyday food,west_africa,"Garlic, thyme, bay leaf, salt, chili",50.0
Senegal,Yassa Poulet,"Chicken (1 kg), onion (4), lemon juice",Marinate chicken → Cook onions → Add chicken,60 min,Fish version,Main,Tangy,west_africa,"Pepper, salt",60.0
Senegal/Mali,Groundnut Soup,"Groundnut paste (200g), tomato (3), onion (1)",Fry onion → Add tomato → Add groundnut paste & water → Simmer,45 min,Peanut butter,Main,Sahel-wide dish,west_africa,Salt,45.0
Senegal/Mali,Mafe,"Beef (800g), groundnut paste (200g)",Stew beef → Add peanut sauce,60 min,Veg version,Main,Creamy,west_africa,Salt,60.0
West Africa,Plantain Chips,"Plantain (3), oil",Slice thin → Fry,15 min,Baked,Snack,Street food,west_africa,Salt,15.0
Ghana,Palm Nut Soup,Palm fruits (500g),Boil & extract palm cream → Cook soup,60 min,Canned palm cream,Main,Rich soup,west_africa,Salt,60.0
Nigeria,Fried Yam,"Yam (500g), oil",Slice → Fry,20 min,Oven bake,Snack,Evening food,west_africa,Salt,20.0
Benin/Togo,Gbofloto,"Flour (500g), yeast",Fry dough balls,30 min,Sweet fritters,Snack,Street snack,west_africa,Sugar,30.0
Nigeria,Banga Soup,Palm fruit extract (300ml),Simmer palm extract with spices,50 min,Palm oil alt,Main,Niger Delta,west_africa,Salt,50.0
Ghana,Tilapia Stew,"Tilapia (1), tomato (3)",Fry fish → Simmer sauce,40 min,Sardines,Main,Coastal,west_africa,Salt,40.0
Sierra Leone,Cassava Leaf Stew,Cassava leaves (400g),Pound leaves → Simmer long,60 min,Spinach,Main,Labor-intensive,west_africa,Salt,60.0
Nigeria,Rice and Beans,"Rice (300g), beans (200g)",Cook together,45 min,Coconut rice,Main,Everyday,west_africa,Salt,45.0
Algeria,Chakchouka (Algerian),"Tomato, pepper, egg",Simmer vegetables → Add eggs,30 min,Meat version,Main,Shared Maghreb dish,north_africa,"Garlic, salt",30.0
Algeria,Rechta,"Fresh noodles, chicken",Steam noodles → Serve with chicken stew,80 min,Veg stew,Main,Festive,north_africa,Salt,80.0
Algeria,Loubia,"White beans (400g), tomato",Simmer beans in tomato sauce,60 min,Add carrots,Main,Winter dish,north_africa,"Garlic, salt",60.0
Algeria,Kesra,"Semolina (500g), oil",Knead dough → Pan cook,30 min,Barley flour,Bread,Everyday bread,north_africa,Salt,30.0
Algeria/Libya,Chorba,"Lamb (500g), tomato, grains",Simmer meat & grains,60 min,Chicken,Soup,Ramadan soup,north_africa,"Pepper, salt",60.0
Egypt,Ful Medames,"Fava beans (500g), oil",Slow cook beans → Mash lightly → Drizzle oil,45 min,Lentils,Breakfast,Daily food,north_africa,"Garlic, salt",45.0
Egypt,Koshari,"Rice, lentils, pasta",Cook components separately → Layer → Top with sauce,50 min,Chickpeas,Main,Urban staple,north_africa,"Garlic, salt",50.0
Egypt,Ta’ameya,"Fava beans (400g), herbs",Blend beans & herbs → Fry patties,30 min,Chickpea falafel,Snack,Egyptian falafel,north_africa,"Garlic, coriander, salt",30.0
Egypt,Molokhia,"Molokhia leaves (300g), broth",Simmer leaves briefly → Add garlic oil,30 min,Spinach substitute,Main,Slimy texture,north_africa,"Garlic, salt",30.0
Egypt,Aish Baladi,Whole wheat flour (500g),Knead dough → Bake flatbread,35 min,Sorghum blend,Staple,Daily bread,north_africa,Salt,35.0
Egypt,Basbousa,"Semolina (500g), sugar",Bake batter → Pour syrup,45 min,Yogurt version,Dessert,Popular dessert,north_africa,Coconut (optional),45.0
Libya,Imbakbaka,"Pasta (400g), tomato, meat",Cook pasta in meat sauce,40 min,Veg version,Main,One-pot,north_africa,Salt,40.0
Libya,Libyan Shorba,"Meat, tomato, herbs",Simmer until thick,50 min,Lentil base,Soup,Comfort food,north_africa,"Pepper, salt",50.0
Libya/Tunisia,Baklava (Maghreb),"Phyllo, nuts, syrup",Layer pastry → Bake → Syrup,60 min,Pistachio/walnut,Dessert,Celebrations,north_africa,Cinnamon,60.0
Maghreb,Merguez,Spiced sausages,Grill or pan-fry,20 min,Beef/lamb,Protein,Street food,north_africa,"Paprika, chili",20.0
Maghreb,Mechoui,Whole lamb,Slow roast over fire,3–4 hrs,Oven roast,Main,Ceremonial,north_africa,Salt,210.0
Morocco,Vegetable Tagine,"Mixed vegetables, onion (1), oil",Layer vegetables → Cover → Slow cook until tender,70 min,Add chickpeas,Main,Clay-pot cooking,north_africa,"Garlic, salt",70.0
Morocco,Chicken Tagine with Olives,"Chicken (1kg), olives, onion",Brown chicken → Add onion & spices → Simmer with olives,75 min,Preserved lemon,Main,Family dish,north_africa,"Garlic, ginger, salt",75.0
Morocco,Harira,"Lentils (200g), tomato (3), herbs",Simmer lentils & tomato → Thicken soup,60 min,Chickpeas added,Soup,Ramadan staple,north_africa,"Ginger, pepper, salt",60.0
Morocco,Zaalouk,"Eggplant (2), tomato (2), oil",Roast eggplant → Mash with tomato & spices,30 min,Add peppers,Side,Cold salad,north_africa,"Garlic, paprika, salt",30.0
Morocco,Taktouka,"Tomato, pepper",Cook vegetables → Mash lightly,25 min,Add chili,Side,Cold salad,north_africa,"Garlic, salt",25.0
Morocco,Sfenz,"Flour, yeast",Fry airy dough rings,30 min,Sweet topping,Snack,Doughnut-like,north_africa,Sugar (optional),30.0
Morocco/Algeria,Couscous,"Semolina (500g), mixed vegetables, oil",Steam semolina → Boil vegetables → Serve vegetables over couscous,60 min,Millet couscous,Main,Friday & ceremonial meal,north_africa,Salt,60.0
Tunisia,Shakshouka,"Eggs (4), tomato (3), onion",Cook tomato sauce → Crack eggs → Cover,25 min,Add peppers,Breakfast,One-pan dish,north_africa,"Pepper, salt",25.0
Tunisia,Lablabi,"Chickpeas (400g), garlic",Simmer chickpeas → Serve with bread,40 min,Add egg,Soup,Working-class food,north_africa,Salt,40.0
Tunisia,Ojja,"Eggs, tomato, sausage",Cook sauce → Add sausage → Add eggs,30 min,Seafood ojja,Main,Spicy skillet,north_africa,"Chili, salt",30.0
Tunisia,Brik,"Pastry sheets, egg, tuna",Fill pastry → Fry quickly,20 min,Potato filling,Snack,Street food,north_africa,Salt,20.0
Tunisia/Algeria,Makroudh,"Semolina, dates",Fill dough → Fry or bake → Syrup,45 min,Honey glaze,Dessert,Festive,north_africa,Cinnamon,45.0
Cameroon,Eru,"Eru leaves, waterleaf, palm oil",Boil leaves → Add oil & crayfish → Simmer,60 min,Spinach,Main,Highly valued,central_africa,"Crayfish, salt",60.0
Cameroon,Ndolé,"Bitterleaf (400g), groundnuts (200g)",Boil leaves → Add peanut paste → Simmer,75 min,Spinach substitute,Main,National dish,central_africa,"Crayfish, salt",75.0
Cameroon,Koki Beans,"Cowpeas, palm oil",Grind beans → Steam in leaves,50 min,Foil wrap,Protein,Ceremonial,central_africa,Salt,50.0
Cameroon,Achu Soup,"Cocoyam, palm oil",Boil cocoyam → Pound → Serve with soup,60 min,Yam substitute,Main,Western Cameroon,central_africa,Salt,60.0
Cameroon,Mbanga Soup,"Palm nut extract, meat",Extract palm cream → Simmer with meat,70 min,Palm oil,Main,Rich soup,central_africa,Salt,70.0
CAR,Egusi Soup (Central African),"Melon seeds, greens",Grind seeds → Cook with greens,45 min,Pumpkin seeds,Main,Regional variant,central_africa,Salt,45.0
Central Africa,Fried Plantain,"Ripe plantain, oil",Slice → Fry,15 min,Baked,Snack,Universal snack,central_africa,Salt,15.0
Central Africa,Smoked Fish Stew,"Smoked fish, tomato",Rehydrate fish → Simmer,40 min,Fresh fish,Main,Preservation-based,central_africa,Salt,40.0
Central Africa,Groundnut Sauce,"Groundnuts, water",Grind peanuts → Simmer into sauce,25 min,Peanut butter,Sauce,Widely used,central_africa,Salt,25.0
Central Africa,Boiled Cocoyam,"Cocoyam, water",Peel → Boil until soft,35 min,Yam,Staple,Root staple,central_africa,Salt,35.0
Chad,Goat Meat Stew,"Goat meat, onion",Simmer meat until tender,90 min,Beef,Main,Sahel influence,central_africa,Salt,90.0
Chad,Daraba,"Okra, tomato, oil",Simmer okra with tomato,30 min,Add meat,Side,Slimy stew,central_africa,Salt,30.0
Congo,Pondu,"Cassava leaves, groundnuts",Boil leaves → Add groundnut paste → Simmer,55 min,Peanut butter,Main,Nutty variation,central_africa,Salt,55.0
Congo,Liboké ya Mbisi,"Fish (1), onion, tomato",Wrap seasoned fish in leaves → Steam,40 min,Foil wrap,Main,Leaf-steamed,central_africa,Salt,40.0
Congo Basin,Bushmeat Stew,"Game meat, onion",Simmer meat until tender,90 min,Goat meat,Main,Forest-based,central_africa,Salt,90.0
Congo Basin,Steamed Leaf Parcels,"Leaves, veg mix",Wrap filling in leaves → Steam,30 min,Foil,Side,Traditional technique,central_africa,Salt,30.0
DRC,Mbika,"Pumpkin seeds (200g), greens",Grind seeds → Simmer with greens,45 min,Egusi substitute,Main,Protein-rich,central_africa,Salt,45.0
DRC,Makayabu Stew,"Salted fish, tomato, onion",Soak fish → Simmer in tomato sauce,35 min,Fresh fish,Main,Preservation-based,central_africa,Salt,35.0
DRC,Roasted Caterpillars,"Caterpillars, oil",Clean → Roast or fry,20 min,Dry & store,Protein,Seasonal delicacy,central_africa,Salt,20.0
Equatorial Guinea,Odika Stew,"Mango seeds (200g), meat",Grind seeds → Simmer with meat,50 min,Egusi seeds,Main,Seed-based stew,central_africa,Salt,50.0
Gabon,Gnetum Stew (Eru-style),"Okok leaves, palm oil",Boil leaves → Add oil & seasoning,45 min,Spinach,Main,Forest food,central_africa,"Crayfish, salt",45.0
Gabon,Poulet Nyembwe,"Chicken, palm nut cream",Cook chicken → Add palm cream → Simmer,60 min,Palm oil,Main,National dish,central_africa,Salt,60.0
